Data info
File name: R:\Projekte\2018_AiF_Alu-Buckel\Bearbeitung\NIMAK_260819\Daten\NIMAK_0093.d7d
Start time: 28.08.2019 10:13:27,993
Number of channels: 1
Sample rate: 200000
Store type: schnell bei Trigger
Pre time: 500
Post time: 1000


Data1

Time (s)	AI 0_Stromstärke -  (kA)
41.03544	11.919856
41.035445	11.710346
41.03545	11.787594
41.035455	11.733711
41.03546	11.481344
41.035465	11.795282
41.03547	11.362433
41.035475	11.461377
41.03548	11.482716
41.035485	11.490763
41.03549	11.337876
41.035495	11.440396
41.0355	11.081457
41.035505	11.348128
41.03551	11.089325
41.035515	11.090338
41.03552	11.072933
41.035525	11.042237
41.03553	10.969043
41.035535	10.793447
41.03554	10.92124
41.035545	10.793627
41.03555	10.884941
41.035555	10.674357
41.03556	10.705769
41.035565	10.623396
41.03557	10.641634
41.035575	10.498465
41.03558	10.438085
41.035585	10.48553
41.03559	10.283828
41.035595	10.53977
41.0356	10.151267
41.035605	10.343731
41.03561	10.075688
41.035615	10.149061
41.03562	9.9846125
41.035625	10.224342
41.03563	9.9066496
41.035635	10.09053
41.03564	9.9397297
41.035645	9.9070072
41.03565	9.7172852
41.035655	9.8317261
41.03566	9.7570419
41.035665	9.7095966
41.03567	9.5587368
41.035675	9.6307392
41.03568	9.6597672
41.035685	9.3750362
41.03569	9.5546837
41.035695	9.2502832
41.0357	9.5101595
41.035705	9.1600418
41.03571	9.4154472
41.035715	9.1518764
41.03572	9.1967583
41.035725	9.1704731
41.03573	9.0435143
41.035735	9.0242624
41.03574	9.0011959
41.035745	9.0193157
41.03575	8.9281797
41.035755	8.8432426
41.03576	8.7696915
41.035765	8.7724323
41.03577	8.6268787
41.035775	8.8406801
41.03578	8.5030193
41.035785	8.6787338
41.03579	8.5083246
41.035795	8.622467
41.0358	8.4416275
41.035805	8.3506699
41.03581	8.3776112
41.035815	8.327961
41.03582	8.3240871
41.035825	8.1688166
41.03583	8.2321167
41.035835	8.1579094
41.03584	7.9763532
41.035845	8.0776806
41.03585	8.0736275
41.035855	7.9649091
41.03586	8.0299377
41.035865	7.76124
41.03587	7.8978539
41.035875	7.7027082
41.03588	7.8849196
41.035885	7.5308681
41.03589	7.8001022
41.035895	7.562995
41.0359	7.5936913
41.035905	7.5432062
41.03591	7.4587464
41.035915	7.3797107
41.03592	7.3420405
41.035925	7.2969794
41.03593	7.3077083
41.035935	7.3336959
41.03594	7.1685314
41.035945	7.1644187
41.03595	7.2915554
41.035955	6.8243742
41.03596	7.2188377
41.035965	6.8525672
41.03597	7.1156025
41.035975	6.9349408
41.03598	6.7254305
41.035985	6.9931149
41.03599	6.6464543
41.035995	6.8305135
41.036	6.6742897
41.036005	6.5751672
41.03601	6.8076849
41.036015	6.3842535
41.03602	6.6952705
41.036025	6.2999725
41.03603	6.6595674
41.036035	6.2856078
41.03604	6.3335299
41.036045	6.4275861
41.03605	6.1677098
41.036055	6.3673258
41.03606	6.1134696
41.036065	6.2114
41.03607	6.0408115
41.036075	5.9605837
41.03608	6.1334372
41.036085	5.9455633
41.03609	5.9611201
41.036095	5.882144
41.0361	5.8389306
41.036105	5.779922
41.03611	5.7780743
41.036115	5.7823062
41.03612	5.6511164
41.036125	5.7476759
41.03613	5.5277348
41.036135	5.5605173
41.03614	5.4908991
41.036145	5.4659843
41.03615	5.5494308
41.036155	5.227685
41.03616	5.3542256
41.036165	5.3836107
41.03617	5.2576661
41.036175	5.2366853
41.03618	5.1771402
41.036185	5.1090717
41.03619	5.1150322
41.036195	5.0988197
41.0362	5.0217509
41.036205	5.1087737
41.03621	4.9088001
41.036215	4.8204064
41.03622	4.8393607
41.036225	4.7444701
41.03623	4.889667
41.036235	4.5899153
41.03624	4.7506094
41.036245	4.5919418
41.03625	4.7349334
41.036255	4.4175982
41.03626	4.6486259
41.036265	4.4102669
41.03627	4.4828057
41.036275	4.4385791
41.03628	4.386723
41.036285	4.3107867
41.03629	4.3932199
41.036295	4.1886568
41.0363	4.2123795
41.036305	4.2430758
41.03631	4.0412545
41.036315	4.2318106
41.03632	3.9820075
41.036325	4.0960312
41.03633	3.8979053
41.036335	3.9054155
41.03634	3.9412379
41.036345	3.7950277
41.03635	3.9809942
41.036355	3.7073493
41.03636	3.7762523
41.036365	3.7263036
41.03637	3.6783218
41.036375	3.5933852
41.03638	3.5597682
41.036385	3.5855174
41.03639	3.5819411
41.036395	3.4838319
41.0364	3.4202337
41.036405	3.4043789
41.03641	3.3379793
41.036415	3.2821894
41.03642	3.3332109
41.036425	3.1490922
41.03643	3.4196973
41.036435	2.9606223
41.03644	3.2439828
41.036445	2.9249191
41.03645	3.2036901
41.036455	2.9078722
41.03646	3.059864
41.036465	2.8111339
41.03647	3.1468868
41.036475	2.5547147
41.03648	3.036201
41.036485	2.6925802
41.03649	2.7155876
41.036495	2.7318001
41.0365	2.5976896
41.036505	2.7481914
41.03651	2.6400089
41.036515	2.5857687
41.03652	2.4941564
41.036525	2.4806857
41.03653	2.4673343
41.036535	2.3952127
41.03654	2.3880005
41.036545	2.3226738
41.03655	2.4376512
41.036555	2.1425486
41.03656	2.2153854
41.036565	2.1230578
41.03657	2.2454262
41.036575	2.0526052
41.03658	2.2177696
41.036585	1.8698573
41.03659	2.2493005
41.036595	1.8187165
41.0366	2.0273328
41.036605	1.7487407
41.03661	2.0110011
41.036615	1.7617345
41.03662	1.7567873
41.036625	1.806438
41.03663	1.6846061
41.036635	1.7069578
41.03664	1.4435053
41.036645	1.7449856
41.03665	1.383841
41.036655	1.7166734
41.03666	1.4474392
41.036665	1.4554858
41.03667	1.4817715
41.036675	1.2934208
41.03668	1.3439059
41.036685	1.2602806
41.03669	1.3474822
41.036695	1.3568401
41.0367	1.0765195
41.036705	1.3810992
41.03671	0.93066692
41.036715	1.2937188
41.03672	0.84877014
41.036725	1.2915134
41.03673	0.8469224
41.036735	1.1388063
41.03674	0.78105927
41.036745	1.0060668
41.03675	0.87606907
41.036755	0.76669455
41.03676	0.83464384
41.036765	0.76174736
41.03677	0.82558393
41.036775	0.75495243
41.03678	0.55193901
41.036785	0.64849854
41.03679	0.50532818
41.036795	0.61625242
41.0368	0.45502186
41.036805	0.5273819
41.03681	0.54579973
41.036815	0.35262108
41.03682	0.32758713
41.036825	0.33628941
41.03683	0.36782026
41.036835	0.23239851
41.03684	0.23597479
41.036845	0.21547079
41.03685	0.26220083
41.036855	-0.011920929
41.03686	0.19448996
41.036865	-0.030219555
41.03687	0.18531084
41.036875	-0.21803379
41.03688	0.1398921
41.036885	-0.11003017
41.03689	-0.014483929
41.036895	-0.14978647
41.0369	-0.25302172
41.036905	-0.11736155
41.03691	-0.27930737
41.036915	-0.12266636
41.03692	-0.4208684
41.036925	-0.24312735
41.03693	-0.44816732
41.036935	-0.28562546
41.03694	-0.58501959
41.036945	-0.31203032
41.03695	-0.58329105
41.036955	-0.39684772
41.03696	-0.71197748
41.036965	-0.4324913
41.03697	-0.64885616
41.036975	-0.649333
41.03698	-0.53536892
41.036985	-0.88322163
41.03699	-0.29188395
41.036995	-0.85067749
41.037	-0.40793419
41.037005	-0.76448917
41.03701	-0.46950579
41.037015	-0.68992376
41.03702	-0.66024065
41.037025	-0.46354532
41.03703	-0.60600042
41.037035	-0.30881166
41.03704	-0.87505579
41.037045	-0.27757883
41.03705	-0.60141087
41.037055	-0.49901009
41.03706	-0.410676
41.037065	-0.50926208
